
,,,,,,,,,,11.a2a1 (1019 1020 1 0 731 822) 
,,,,,,,,,,11.a2b1 (1019 1020 1 0 731 822) 
,,,,,,,,,,11.a2b2 (1019 1020 1 0 731 822) 
,,,,,,,,,,11.a2a3 (1019 1020 1 0 731 822) 
,,,,,,,,,,11.a2b3 (1019 1020 1 0 731 822) 
,,,,,,,,9.b1b2 (1019 1020 8 0 729 1009) ,10.f5e6 (-1020 -1019 2 2147483542 -744 -16000) ,11.g7h7 (1019 1020 1 2147483592 746 -16000) 
,,,,,,,,,,11.g7e7 (1019 1020 1 126 746 837) ,12.e6d5 (-1020 -1019 1 2147483544 -749 -16000) 
,,,,,,,,,,11.g5h4 (1019 1020 1 122 746 837) 
,,,,,,,,,,11.g5f4 (1019 1020 1 0 746 837) 
,,,,,,,,,,11.g5e3 (1019 1020 1 0 746 837) 
,,,,,,,,,,11.g5f6 (1019 1020 1 0 746 837) 
,,,,,,,,,,11.g5e7 (1019 1020 1 0 746 837) 
,,,,,,,,,,11.g5d8 (1019 1020 1 0 746 837) 
,,,,,,,,,,11.g7g6 (1019 1020 1 0 746 837) 
,,,,,,,,,,11.g7a7 (1019 1020 1 0 746 837) 
,,,,,,,,,,11.g7b7 (1019 1020 1 0 746 837) 
,,,,,,,,,,11.g7c7 (1019 1020 1 0 746 837) 
,,,,,,,,,,11.g7d7 (1019 1020 1 0 746 837) 
,,,,,,,,,,11.d2d4 (1019 1020 1 0 746 837) 
,,,,,,,,,,11.g7f7 (1019 1020 1 0 746 837) 
,,,,,,,,,,11.d2d3 (1019 1020 1 0 746 837) 
,,,,,,,,,,11.g7g8 (1019 1020 1 0 746 837) 
,,,,,,,,,,11.b2a1 (1019 1020 1 0 746 837) 
,,,,,,,,,,11.b2b1 (1019 1020 1 0 746 837) 
,,,,,,,,,,11.b2c1 (1019 1020 1 0 746 837) 
,,,,,,,,,,11.b2a2 (1019 1020 1 0 746 837) 
,,,,,,,,,,11.b2c2 (1019 1020 1 0 746 837) 
,,,,,,,,,,11.b2a3 (1019 1020 1 0 746 837) 
,,,,,,,,,,11.b2b3 (1019 1020 1 0 746 837) 
,,,,,,,,,,11.b2c3 (1019 1020 1 0 746 837) 
,,,,,,,,9.b1c2 (1019 1020 8 0 729 1009) ,10.f5e6 (-1020 -1019 2 2147483542 -754 -16000) ,11.g7h7 (1019 1020 1 2147483592 756 -16000) 
,,,,,,,,,,11.g7e7 (1019 1020 1 126 756 847) ,12.e6d5 (-1020 -1019 1 2147483544 -759 -16000) 
,,,,,,,,,,11.g5h4 (1019 1020 1 122 756 847) 
,,,,,,,,,,11.g5f4 (1019 1020 1 0 756 847) 
,,,,,,,,,,11.g5e3 (1019 1020 1 0 756 847) 
,,,,,,,,,,11.g5f6 (1019 1020 1 0 756 847) 
,,,,,,,,,,11.g5e7 (1019 1020 1 0 756 847) 
,,,,,,,,,,11.g5d8 (1019 1020 1 0 756 847) 
,,,,,,,,,,11.g7g6 (1019 1020 1 0 756 847) 
,,,,,,,,,,11.g7a7 (1019 1020 1 0 756 847) 
,,,,,,,,,,11.g7b7 (1019 1020 1 0 756 847) 
,,,,,,,,,,11.g7c7 (1019 1020 1 0 756 847) 
,,,,,,,,,,11.g7d7 (1019 1020 1 0 756 847) 
,,,,,,,,,,11.d2d4 (1019 1020 1 0 756 847) 
,,,,,,,,,,11.g7f7 (1019 1020 1 0 756 847) 
,,,,,,,,,,11.d2d3 (1019 1020 1 0 756 847) 
,,,,,,,,,,11.g7g8 (1019 1020 1 0 756 847) 
,,,,,,,,,,11.c2b1 (1019 1020 1 0 756 847) 
,,,,,,,,,,11.c2c1 (1019 1020 1 0 756 847) 
,,,,,,,,,,11.c2d1 (1019 1020 1 0 756 847) 
,,,,,,,,,,11.c2b2 (1019 1020 1 0 756 847) 
,,,,,,,,,,11.c2b3 (1019 1020 1 0 756 847) 
,,,,,,,,,,11.c2c3 (1019 1020 1 0 756 847) 
,,,,,,,8.Cut
,,,,,,7.g7h7 (1019 1020 9 2147483592 712 1009) ,8.f5g5 (-1020 -1019 8 2147483647 -803 -16000) ,9.d3e4 (1019 1020 7 2147483647 497 -16000) ,10.d5e4 (-1020 -1019 6 2147483647 -599 -16000) ,11.h7f7 (1019 1020 6 2147483647 509 -16000) ,12.g5h6 (-1020 -1019 3 2147483597 -522 -16000) 
,,,,,,,,,,11.h7e7 (1019 1020 6 2147483546 509 362) 
,,,,,,,,,,11.h7g7 (1019 1020 6 2147483545 509 362) ,12.g5h6 (-1020 -1019 6 2147483647 -513 -16000) 
,,,,,,,,,,11.d2d3 (1019 1020 6 256 509 427) 
,,,,,,,,,,11.d2d4 (1019 1020 6 25 509 427) 
,,,,,,,,,,11.h7d7 (1019 1020 6 5 509 427) 
,,,,,,,,,,11.h7c7 (1019 1020 6 0 509 427) 
,,,,,,,,,,11.h7b7 (1019 1020 6 0 509 427) 
,,,,,,,,,,11.h7a7 (1019 1020 6 0 509 427) 
,,,,,,,,,,11.h7h8 (1019 1020 6 0 509 427) 
,,,,,,,,,,11.b1a1 (1019 1020 6 0 509 427) 
,,,,,,,,,,11.b1c1 (1019 1020 6 0 509 427) 
,,,,,,,,,,11.b1a2 (1019 1020 6 0 509 427) 
,,,,,,,,,,11.b1b2 (1019 1020 6 0 509 427) 
,,,,,,,,,,11.b1c2 (1019 1020 6 0 509 427) 
,,,,,,,,9.h7e7 (1019 1020 7 2147483546 497 509) 
,,,,,,,,9.h7f7 (1019 1020 7 2147483545 497 509) 
,,,,,,,,9.h7g7 (1019 1020 7 2147483541 497 509) ,10.g5h6 (-1020 -1019 7 2147483647 -501 -16000) ,11.d3e4 (1019 1020 6 2147483647 341 -16000) 
,,,,,,,,,,11.g7g4 (1019 1020 6 2147483592 341 443) 
,,,,,,,,,,11.d3d4 (1019 1020 6 0 341 443) 
,,,,,,,,,,11.g7g5 (1019 1020 6 0 341 443) 
,,,,,,,,,,11.g7g6 (1019 1020 6 0 341 443) ,12.h6g6 (-1020 -1019 5 2147483647 -329 -16000) 
,,,,,,,,,,11.g7a7 (1019 1020 6 0 341 443) 
,,,,,,,,,,11.g7b7 (1019 1020 6 0 341 443) 
,,,,,,,,,,11.g7c7 (1019 1020 6 0 341 443) 
,,,,,,,,,,11.g7d7 (1019 1020 6 0 341 443) 
,,,,,,,,,,11.g7e7 (1019 1020 6 0 341 443) 
,,,,,,,,,,11.g7f7 (1019 1020 6 0 341 443) 
,,,,,,,,,,11.g7h7 (1019 1020 6 0 341 443) ,12.TTLower (-1020 -1019 5 93 -345 -16000) 
,,,,,,,,,,11.g7g8 (1019 1020 6 0 341 443) 
,,,,,,,,,,11.b1a1 (1019 1020 6 0 341 443) 
,,,,,,,,,,11.b1c1 (1019 1020 6 0 341 443) 
,,,,,,,,,,11.b1a2 (1019 1020 6 0 341 443) 
,,,,,,,,,,11.b1b2 (1019 1020 6 0 341 443) 
,,,,,,,,,,11.b1c2 (1019 1020 6 0 341 443) 
,,,,,,,,9.h7c7 (1019 1020 7 0 497 509) 
,,,,,,,,9.h7d7 (1019 1020 7 0 497 509) 
,,,,,,,,9.d3d4 (1019 1020 7 0 497 509) 
,,,,,,,,9.h7a7 (1019 1020 7 0 497 509) 
,,,,,,,,9.h7b7 (1019 1020 7 0 497 509) 
,,,,,,,,9.h7h8 (1019 1020 7 0 497 509) 
,,,,,,,,9.b1a1 (1019 1020 7 0 497 509) 
,,,,,,,,9.b1c1 (1019 1020 7 0 497 509) 
,,,,,,,,9.b1a2 (1019 1020 7 0 497 509) 
,,,,,,,,9.b1b2 (1019 1020 7 0 497 509) 
,,,,,,,,9.b1c2 (1019 1020 7 0 497 509) 
,,,,,,,8.Cut
,,,,,,7.g7f7 (1019 1020 9 2147483546 712 1009) ,8.f5g5 (-1020 -1019 9 2147483647 -724 -16000) ,9.d3e4 (1019 1020 8 2147483647 416 -16000) ,10.g5h6 (-1020 -1019 7 2147483647 -518 -16000) ,11.e4d5 (1019 1020 6 2147483647 366 -16000) 
,,,,,,,,,,11.f7h7 (1019 1020 6 2147483592 366 455) ,12.h6h7 (-1020 -1019 3 2147483627 -449 -16000) 
,,,,,,,,,,11.d2d4 (1019 1020 6 0 366 455) 
,,,,,,,,,,11.d2d3 (1019 1020 6 0 366 455) 
,,,,,,,,,,11.f7f1 (1019 1020 6 0 366 455) 
,,,,,,,,,,11.f7f2 (1019 1020 6 0 366 455) 
,,,,,,,,,,11.f7f3 (1019 1020 6 0 366 455) 
,,,,,,,,,,11.f7f4 (1019 1020 6 0 366 455) 
,,,,,,,,,,11.f7f5 (1019 1020 6 0 366 455) 
,,,,,,,,,,11.f7f6 (1019 1020 6 0 366 455) ,12.h6g5 (-1020 -1019 6 2147483647 -356 -16000) 
,,,,,,,,,,11.f7a7 (1019 1020 6 0 366 455) 
,,,,,,,,,,11.f7b7 (1019 1020 6 0 366 455) 
,,,,,,,,,,11.f7c7 (1019 1020 6 0 366 455) 
,,,,,,,,,,11.f7d7 (1019 1020 6 0 366 455) 
,,,,,,,,,,11.f7e7 (1019 1020 6 0 366 455) 
,,,,,,,,,,11.f7g7 (1019 1020 6 0 366 455) 
,,,,,,,,,,11.e4e5 (1019 1020 6 0 366 455) 
,,,,,,,,,,11.f7f8 (1019 1020 6 0 366 455) 
,,,,,,,,,,11.b1a1 (1019 1020 6 0 366 455) 
,,,,,,,,,,11.b1c1 (1019 1020 6 0 366 455) 
,,,,,,,,,,11.b1a2 (1019 1020 6 0 366 455) 
,,,,,,,,,,11.b1b2 (1019 1020 6 0 366 455) 
,,,,,,,,,,11.b1c2 (1019 1020 6 0 366 455) 
,,,,,,,,9.f7h7 (1019 1020 8 2147483592 416 455) ,10.e4d3 (-1020 -1019 7 2147483647 -495 -16000) ,11.h7g7 (1019 1020 6 2147483647 369 -16000) ,12.g5h6 (-1020 -1019 6 2147483647 -372 -16000) 
,,,,,,,,,,11.h7e7 (1019 1020 6 2147483546 369 286) 
,,,,,,,,,,11.h7f7 (1019 1020 6 2147483537 369 286) 
,,,,,,,,,,11.h7d7 (1019 1020 6 25 369 286) 
,,,,,,,,,,11.h7b7 (1019 1020 6 0 369 286) 
,,,,,,,,,,11.h7c7 (1019 1020 6 0 369 286) 
,,,,,,,,,,11.h7a7 (1019 1020 6 0 369 286) 
,,,,,,,,,,11.h7h8 (1019 1020 6 0 369 286) 
,,,,,,,,,,11.b1a1 (1019 1020 6 0 369 286) 
,,,,,,,,,,11.b1c1 (1019 1020 6 0 369 286) 
,,,,,,,,,,11.b1a2 (1019 1020 6 0 369 286) 
,,,,,,,,,,11.b1b2 (1019 1020 6 0 369 286) 
,,,,,,,,9.f7f4 (1019 1020 8 2147483541 416 455) 
,,,,,,,,9.f7f2 (1019 1020 8 0 416 455) 
,,,,,,,,9.f7f3 (1019 1020 8 0 416 455) 
,,,,,,,,9.f7f1 (1019 1020 8 0 416 455) 
,,,,,,,,9.f7f5 (1019 1020 8 0 416 455) ,10.g5f5 (-1020 -1019 7 2147483647 -406 -16000) ,11.d3e4 (1019 1020 6 2147483647 -136 -16000) ,12.f5e4 (-1020 -1019 5 2147483647 42 -16000) 
,,,,,,,,,,11.d3d4 (1019 1020 6 0 -136 -132) 
,,,,,,,,,,11.b1a1 (1019 1020 6 0 -136 -132) 
,,,,,,,,,,11.b1c1 (1019 1020 6 0 -136 -132) 
,,,,,,,,,,11.b1a2 (1019 1020 6 0 -136 -132) 
,,,,,,,,,,11.b1b2 (1019 1020 6 0 -136 -132) 
,,,,,,,,,,11.b1c2 (1019 1020 6 0 -136 -132) 
,,,,,,,,9.f7f6 (1019 1020 8 0 416 455) 
,,,,,,,,9.f7a7 (1019 1020 8 0 416 455) 
,,,,,,,,9.f7b7 (1019 1020 8 0 416 455) 
,,,,,,,,9.f7c7 (1019 1020 8 0 416 455) 
,,,,,,,,9.f7d7 (1019 1020 8 0 416 455) 
,,,,,,,,9.f7e7 (1019 1020 8 0 416 455) 
,,,,,,,,9.f7g7 (1019 1020 8 0 416 455) ,10.g5h6 (-1020 -1019 8 2147483647 -404 -16000) ,11.d3e4 (1019 1020 7 2147483647 252 -16000) 
,,,,,,,,,,11.g7g4 (1019 1020 7 2147483592 252 354) 
,,,,,,,,,,11.g7h7 (1019 1020 7 2147483592 252 354) ,12.h6h7 (-1020 -1019 6 2147483647 -345 -16000) 
,,,,,,,,,,11.g7g5 (1019 1020 7 0 252 354) 
,,,,,,,,,,11.g7g6 (1019 1020 7 0 252 354) ,12.h6g6 (-1020 -1019 6 2147483647 -241 -16000) 
,,,,,,,,,,11.g7a7 (1019 1020 7 0 252 354) 
,,,,,,,,,,11.g7b7 (1019 1020 7 0 252 354) 
,,,,,,,,,,11.g7c7 (1019 1020 7 0 252 354) 
,,,,,,,,,,11.g7d7 (1019 1020 7 0 252 354) 
,,,,,,,,,,11.g7e7 (1019 1020 7 0 252 354) 
,,,,,,,,,,11.g7f7 (1019 1020 7 0 252 354) 
,,,,,,,,,,11.d3d4 (1019 1020 7 0 252 354) 
,,,,,,,,,,11.g7g8 (1019 1020 7 0 252 354) 
,,,,,,,,,,11.b1a1 (1019 1020 7 0 252 354) 
,,,,,,,,,,11.b1c1 (1019 1020 7 0 252 354) 
,,,,,,,,,,11.b1a2 (1019 1020 7 0 252 354) 
,,,,,,,,,,11.b1b2 (1019 1020 7 0 252 354) 
,,,,,,,,,,11.b1c2 (1019 1020 7 0 252 354) 
,,,,,,,,9.d3d4 (1019 1020 8 0 416 455) 
,,,,,,,,9.f7f8 (1019 1020 8 0 416 455) 
,,,,,,,,9.b1a1 (1019 1020 8 0 416 455) 
,,,,,,,,9.b1c1 (1019 1020 8 0 416 455) 
,,,,,,,,9.b1a2 (1019 1020 8 0 416 455) 
,,,,,,,,9.b1b2 (1019 1020 8 0 416 455) 
,,,,,,,,9.b1c2 (1019 1020 8 0 416 455) 
,,,,,,,8.Cut
,,,,,,7.g5h4 (1019 1020 9 81 712 1009) ,8.e4d3 (-1020 -1019 6 2147483647 -700 -16000) ,9.h4g3 (1019 1020 5 2147483647 581 -16000) ,10.d5d4 (-1020 -1019 2 920 -743 -16000) ,11.TTUpper (1019 1020 1 923 734 -16000) 
,,,,,,,,9.g7g4 (1019 1020 5 2147483592 581 923) 
,,,,,,,,9.g7h7 (1019 1020 5 2147483592 581 923) ,10.TTLower (-1020 -1019 4 -690 -671 -16000) 
,,,,,,,,9.g7f7 (1019 1020 5 2147483542 581 923) ,10.TTLower (-1020 -1019 5 -961 -592 -16000) 
,,,,,,,,9.g7e7 (1019 1020 5 141 581 961) 
,,,,,,,,9.g7d7 (1019 1020 5 25 581 961) 
,,,,,,,,9.g7g5 (1019 1020 5 0 581 961) ,10.TTLower (-1020 -1019 5 -787 -554 -16000) 
,,,,,,,,9.g7g6 (1019 1020 5 0 581 961) 
,,,,,,,,9.g7a7 (1019 1020 5 0 581 961) 
,,,,,,,,9.g7b7 (1019 1020 5 0 581 961) 
,,,,,,,,9.g7c7 (1019 1020 5 0 581 961) 
,,,,,,,,9.h4g5 (1019 1020 5 0 581 961) 
,,,,,,,,9.h4d8 (1019 1020 5 0 581 961) 
,,,,,,,,9.h4e7 (1019 1020 5 0 581 961) 
,,,,,,,,9.h4f6 (1019 1020 5 0 581 961) 
,,,,,,,,9.g7g8 (1019 1020 5 0 581 961) 
,,,,,,,,9.b1a1 (1019 1020 5 0 581 961) 
,,,,,,,,9.b1c1 (1019 1020 5 0 581 961) 
,,,,,,,,9.b1a2 (1019 1020 5 0 581 961) 
,,,,,,,,9.b1b2 (1019 1020 5 0 581 961) 
,,,,,,,8.Cut
,,,,,,7.d3d4 (1019 1020 9 25 712 1009) ,8.e4e3 (-1020 -1019 6 2147483647 -707 -16000) ,9.d2e3 (1019 1020 5 2147483647 655 -16000) ,10.f5e6 (-1020 -1019 2 2147483542 -814 -16000) ,11.g7h7 (1019 1020 1 2147483592 816 -16000) 
,,,,,,,,,,11.g7e7 (1019 1020 1 126 816 907) ,12.e6f5 (-1020 -1019 1 2147483541 -808 -16000) 
,,,,,,,,,,11.g5h4 (1019 1020 1 122 816 907) 
,,,,,,,,,,11.g5f6 (1019 1020 1 0 816 907) 
,,,,,,,,,,11.g5e7 (1019 1020 1 0 816 907) 
,,,,,,,,,,11.g5d8 (1019 1020 1 0 816 907) 
,,,,,,,,,,11.g7g6 (1019 1020 1 0 816 907) 
,,,,,,,,,,11.g7a7 (1019 1020 1 0 816 907) 
,,,,,,,,,,11.g7b7 (1019 1020 1 0 816 907) 
,,,,,,,,,,11.g7c7 (1019 1020 1 0 816 907) 
,,,,,,,,,,11.g7d7 (1019 1020 1 0 816 907) 
,,,,,,,,,,11.g5f4 (1019 1020 1 0 816 907) 
,,,,,,,,,,11.g7f7 (1019 1020 1 0 816 907) 
,,,,,,,,,,11.e3e4 (1019 1020 1 0 816 907) 
,,,,,,,,,,11.g7g8 (1019 1020 1 0 816 907) 
,,,,,,,,,,11.b1a1 (1019 1020 1 0 816 907) 
,,,,,,,,,,11.b1c1 (1019 1020 1 0 816 907) 
,,,,,,,,,,11.b1a2 (1019 1020 1 0 816 907) 
,,,,,,,,,,11.b1b2 (1019 1020 1 0 816 907) 
,,,,,,,,,,11.b1c2 (1019 1020 1 0 816 907) 
,,,,,,,,9.g5e3 (1019 1020 5 2147483594 655 907) ,10.f5e6 (-1020 -1019 2 2147483544 -810 -16000) ,11.g7g4 (1019 1020 1 2147483592 812 -16000) 
,,,,,,,,,,11.g7h7 (1019 1020 1 2147483592 812 886) 
,,,,,,,,,,11.g7e7 (1019 1020 1 126 812 902) 
,,,,,,,,,,11.e3f4 (1019 1020 1 0 812 902) 
,,,,,,,,,,11.e3g5 (1019 1020 1 0 812 902) 
,,,,,,,,,,11.d2d3 (1019 1020 1 0 812 902) 
,,,,,,,,,,11.g7g5 (1019 1020 1 0 812 902) 
,,,,,,,,,,11.g7g6 (1019 1020 1 0 812 902) 
,,,,,,,,,,11.g7a7 (1019 1020 1 0 812 902) 
,,,,,,,,,,11.g7b7 (1019 1020 1 0 812 902) 
,,,,,,,,,,11.g7c7 (1019 1020 1 0 812 902) 
,,,,,,,,,,11.g7d7 (1019 1020 1 0 812 902) 
,,,,,,,,,,11.e3f2 (1019 1020 1 0 812 902) 
,,,,,,,,,,11.g7f7 (1019 1020 1 0 812 902) 
,,,,,,,,,,11.e3g1 (1019 1020 1 0 812 902) 
,,,,,,,,,,11.g7g8 (1019 1020 1 0 812 902) 
,,,,,,,,,,11.b1a1 (1019 1020 1 0 812 902) 
,,,,,,,,,,11.b1c1 (1019 1020 1 0 812 902) 
,,,,,,,,,,11.b1a2 (1019 1020 1 0 812 902) 
,,,,,,,,,,11.b1b2 (1019 1020 1 0 812 902) 
,,,,,,,,,,11.b1c2 (1019 1020 1 0 812 902) 
,,,,,,,,9.g7h7 (1019 1020 5 2147483592 655 907) ,10.f5g5 (-1020 -1019 2 2147483617 -746 -16000) 
,,,,,,,,9.g7f7 (1019 1020 5 2147483538 655 907) ,10.f5g5 (-1020 -1019 5 2147483647 -666 -16000) ,11.d2e3 (1019 1020 4 2147483647 356 -16000) 
,,,,,,,,,,11.f7h7 (1019 1020 4 2147483592 356 512) 
,,,,,,,,,,11.f7f4 (1019 1020 4 2147483541 356 512) 
,,,,,,,,,,11.f7f2 (1019 1020 4 0 356 512) 
,,,,,,,,,,11.f7f3 (1019 1020 4 0 356 512) 
,,,,,,,,,,11.f7f1 (1019 1020 4 0 356 512) 
,,,,,,,,,,11.f7f5 (1019 1020 4 0 356 512) ,12.g5f5 (-1020 -1019 1 2147483627 -346 -16000) 
,,,,,,,,,,11.f7f6 (1019 1020 4 0 356 512) 
,,,,,,,,,,11.f7a7 (1019 1020 4 0 356 512) 
,,,,,,,,,,11.f7b7 (1019 1020 4 0 356 512) 
,,,,,,,,,,11.f7c7 (1019 1020 4 0 356 512) 
,,,,,,,,,,11.f7d7 (1019 1020 4 0 356 512) 
,,,,,,,,,,11.f7e7 (1019 1020 4 0 356 512) 
,,,,,,,,,,11.f7g7 (1019 1020 4 0 356 512) ,12.g5h6 (-1020 -1019 2 2147483597 -344 -16000) 
,,,,,,,,,,11.d2d3 (1019 1020 4 0 356 512) 
,,,,,,,,,,11.f7f8 (1019 1020 4 0 356 512) 
,,,,,,,,,,11.b1a1 (1019 1020 4 0 356 512) 
,,,,,,,,,,11.b1c1 (1019 1020 4 0 356 512) 
,,,,,,,,,,11.b1a2 (1019 1020 4 0 356 512) 
,,,,,,,,,,11.b1b2 (1019 1020 4 0 356 512) 
,,,,,,,,,,11.b1c2 (1019 1020 4 0 356 512) 
,,,,,,,,9.g5h4 (1019 1020 5 0 655 907) 
,,,,,,,,9.g5f6 (1019 1020 5 0 655 907) 
,,,,,,,,9.g5e7 (1019 1020 5 0 655 907) 
,,,,,,,,9.g5d8 (1019 1020 5 0 655 907) 
,,,,,,,,9.g7g6 (1019 1020 5 0 655 907) 
,,,,,,,,9.g7a7 (1019 1020 5 0 655 907) 
,,,,,,,,9.g7b7 (1019 1020 5 0 655 907) 
,,,,,,,,9.g7c7 (1019 1020 5 0 655 907) 
,,,,,,,,9.g7d7 (1019 1020 5 0 655 907) 
,,,,,,,,9.g7e7 (1019 1020 5 0 655 907) 
,,,,,,,,9.g5f4 (1019 1020 5 0 655 907) 
,,,,,,,,9.d2d3 (1019 1020 5 0 655 907) 
,,,,,,,,9.g7g8 (1019 1020 5 0 655 907) 
,,,,,,,,9.b1a1 (1019 1020 5 0 655 907) 
,,,,,,,,9.b1c1 (1019 1020 5 0 655 907) 
,,,,,,,,9.b1a2 (1019 1020 5 0 655 907) 
,,,,,,,,9.b1b2 (1019 1020 5 0 655 907) 
,,,,,,,,9.b1c2 (1019 1020 5 0 655 907) 
,,,,,,,8.Cut
,,,,,,7.g7d7 (1019 1020 9 5 712 1009) ,8.Node level futility pruning
,,,,,,7.g5e7 (1019 1020 9 0 712 1009) ,8.TTLower (-1020 -1019 5 -988 -710 -16000) 
,,,,,,7.g5d8 (1019 1020 9 0 712 1009) ,8.TTLower (-1020 -1019 5 -970 -700 -16000) 
,,,,,,7.g7g6 (1019 1020 9 0 712 1009) ,8.Node level futility pruning
,,,,,,7.g7a7 (1019 1020 9 0 712 1009) ,8.Node level futility pruning
,,,,,,7.g7b7 (1019 1020 9 0 712 1009) ,8.Node level futility pruning
,,,,,,7.g7c7 (1019 1020 9 0 712 1009) ,8.Node level futility pruning
,,,,,,7.g5f6 (1019 1020 9 0 712 1009) ,8.TTLower (-1020 -1019 3 -518 -723 -16000) 
,,,,,,7.g7e7 (1019 1020 9 0 712 1009) ,8.Node level futility pruning
,,,,,,7.g5e3 (1019 1020 9 0 712 1009) ,8.e4d3 (-1020 -1019 5 2147483647 -723 -16000) ,9.g7g4 (1019 1020 4 2147483647 604 -16000) 
,,,,,,,,9.g7h7 (1019 1020 4 2147483592 604 677) 
,,,,,,,,9.g7f7 (1019 1020 4 2147483538 604 694) ,10.f5e6 (-1020 -1019 4 2147483647 -614 -16000) ,11.f7h7 (1019 1020 3 2147483647 617 -16000) 
,,,,,,,,,,11.f7f4 (1019 1020 3 2147483541 617 694) 
,,,,,,,,,,11.f7g7 (1019 1020 3 432 617 694) 
,,,,,,,,,,11.f7e7 (1019 1020 3 126 617 694) ,12.e6e7 (-1020 -1019 2 2147483627 -610 -16000) 
,,,,,,,,,,11.e3c5 (1019 1020 3 0 617 694) 
,,,,,,,,,,11.e3g5 (1019 1020 3 0 617 694) 
,,,,,,,,,,11.e3b6 (1019 1020 3 0 617 694) 
,,,,,,,,,,11.e3a7 (1019 1020 3 0 617 694) 
,,,,,,,,,,11.f7f1 (1019 1020 3 0 617 694) 
,,,,,,,,,,11.f7f2 (1019 1020 3 0 617 694) 
,,,,,,,,,,11.f7f3 (1019 1020 3 0 617 694) 
,,,,,,,,,,11.e3f2 (1019 1020 3 0 617 694) 
,,,,,,,,,,11.f7f5 (1019 1020 3 0 617 694) 
,,,,,,,,,,11.f7f6 (1019 1020 3 0 617 694) ,12.e6f6 (-1020 -1019 2 2147483627 -601 -16000) 
,,,,,,,,,,11.f7a7 (1019 1020 3 0 617 694) 
,,,,,,,,,,11.f7b7 (1019 1020 3 0 617 694) 
,,,,,,,,,,11.f7c7 (1019 1020 3 0 617 694) 
,,,,,,,,,,11.f7d7 (1019 1020 3 0 617 694) 
,,,,,,,,,,11.e3f4 (1019 1020 3 0 617 694) 
,,,,,,,,,,11.e3d4 (1019 1020 3 0 617 694) 
,,,,,,,,,,11.e3g1 (1019 1020 3 0 617 694) 
,,,,,,,,,,11.f7f8 (1019 1020 3 0 617 694) 
,,,,,,,,,,11.b1a1 (1019 1020 3 0 617 694) 
,,,,,,,,,,11.b1c1 (1019 1020 3 0 617 694) 
,,,,,,,,,,11.b1a2 (1019 1020 3 0 617 694) 
,,,,,,,,,,11.b1b2 (1019 1020 3 0 617 694) 
,,,,,,,,9.g7e7 (1019 1020 4 141 604 694) 
,,,,,,,,9.g7d7 (1019 1020 4 25 604 694) 
,,,,,,,,9.e3g5 (1019 1020 4 0 604 694) 
,,,,,,,,9.e3b6 (1019 1020 4 0 604 694) 
,,,,,,,,9.e3a7 (1019 1020 4 0 604 694) 
,,,,,,,,9.e3g1 (1019 1020 4 0 604 694) 
,,,,,,,,9.g7g5 (1019 1020 4 0 604 694) ,10.f5e6 (-1020 -1019 4 2147483647 -582 -16000) ,11.g5g4 (1019 1020 3 2147483647 586 -16000) 
,,,,,,,,,,11.g5d5 (1019 1020 3 2147483592 586 678) 
,,,,,,,,,,11.g5g7 (1019 1020 3 432 586 678) 
,,,,,,,,,,11.e3f4 (1019 1020 3 0 586 678) 
,,,,,,,,,,11.e3c5 (1019 1020 3 0 586 678) 
,,,,,,,,,,11.e3b6 (1019 1020 3 0 586 678) 
,,,,,,,,,,11.e3a7 (1019 1020 3 0 586 678) 
,,,,,,,,,,11.e3g1 (1019 1020 3 0 586 678) 
,,,,,,,,,,11.e3f2 (1019 1020 3 0 586 678) 
,,,,,,,,,,11.g5e5 (1019 1020 3 0 586 678) ,12.e6e5 (-1020 -1019 2 2147483627 -602 -16000) 
,,,,,,,,,,11.g5f5 (1019 1020 3 0 586 678) 
,,,,,,,,,,11.g5h5 (1019 1020 3 0 586 678) 
,,,,,,,,,,11.g5g6 (1019 1020 3 0 586 678) ,12.h7g6 (-1020 -1019 2 2147483625 -591 -16000) 
,,,,,,,,,,11.e3d4 (1019 1020 3 0 586 678) 
,,,,,,,,,,11.g5g8 (1019 1020 3 0 586 678) 
,,,,,,,,,,11.b1a1 (1019 1020 3 0 586 678) 
,,,,,,,,,,11.b1c1 (1019 1020 3 0 586 678) 
,,,,,,,,,,11.b1a2 (1019 1020 3 0 586 678) 
,,,,,,,,,,11.b1b2 (1019 1020 3 0 586 678) 
,,,,,,,,9.g7g6 (1019 1020 4 0 604 694) 
,,,,,,,,9.g7a7 (1019 1020 4 0 604 694) 
,,,,,,,,9.g7b7 (1019 1020 4 0 604 694) 
,,,,,,,,9.g7c7 (1019 1020 4 0 604 694) 
,,,,,,,,9.e3c5 (1019 1020 4 0 604 694) 
,,,,,,,,9.e3f4 (1019 1020 4 0 604 694) 
,,,,,,,,9.e3d4 (1019 1020 4 0 604 694) 
,,,,,,,,9.e3f2 (1019 1020 4 0 604 694) 
,,,,,,,,9.g7g8 (1019 1020 4 0 604 694) 
,,,,,,,,9.b1a1 (1019 1020 4 0 604 694) 
,,,,,,,,9.b1c1 (1019 1020 4 0 604 694) 
,,,,,,,,9.b1a2 (1019 1020 4 0 604 694) 
,,,,,,,,9.b1b2 (1019 1020 4 0 604 694) 
,,,,,,,8.Cut
,,,,,,7.g5f4 (1019 1020 9 0 712 1009) ,8.Node level futility pruning
